Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,OpenPorchSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
656,160,RM,21,1680,Pave,NA,Lvl,AllPub,Gtl,BrDale,Twnhs,2Story,5,1971,1971,Gable,CompShg,HdBoard,TA,TA,TA,525,GasA,TA,Y,SBrkr,525,567,1092,1,1,3,TA,6,Typ,0,NA,1971,1,264,TA,Y,0,0,NA,NA,3,2010,WD,Family,88000
657,20,RL,72,10007,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1959,2006,Gable,CompShg,HdBoard,TA,TA,TA,1053,GasA,Ex,Y,SBrkr,1053,0,1053,1,1,3,Gd,5,Typ,0,NA,1959,1,312,TA,Y,0,0,NA,MnPrv,8,2008,WD,Normal,145500
658,70,RL,60,7200,Pave,NA,HLS,AllPub,Mod,Crawfor,1Fam,2Story,6,1931,2000,Gable,CompShg,Stucco,Fa,Gd,TA,776,GasA,TA,Y,SBrkr,851,651,1502,1,1,3,TA,6,Typ,1,Gd,1931,1,270,TA,P,0,0,NA,MnPrv,2,2008,WD,Normal,149000
659,50,RL,78,17503,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1.5Fin,5,1948,1950,Gable,CompShg,VinylSd,TA,TA,TA,912,GasA,TA,Y,SBrkr,912,546,1458,1,0,3,TA,6,Typ,1,Gd,1948,1,330,TA,Y,0,0,NA,NA,1,2010,WD,Abnorml,97500
660,20,RL,75,9937,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,7,1964,1999,Hip,CompShg,MetalSd,Gd,TA,TA,1486,GasA,Ex,Y,SBrkr,1486,0,1486,1,0,3,TA,7,Typ,0,NA,1968,2,480,TA,Y,0,0,NA,MnPrv,3,2009,WD,Normal,167000
661,60,RL,NA,12384,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,2Story,7,1976,1976,Gable,CompShg,Plywood,TA,Gd,TA,793,GasA,TA,Y,SBrkr,1142,793,1935,2,1,3,TA,7,Typ,1,TA,1976,2,550,TA,Y,113,0,NA,NA,11,2007,WD,Normal,197900
662,60,RL,52,46589,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,7,1994,2005,Hip,CompShg,VinylSd,TA,Gd,Gd,1629,GasA,Ex,Y,SBrkr,1686,762,2448,2,1,4,Gd,8,Typ,1,TA,1994,3,711,TA,Y,76,0,NA,NA,7,2009,WD,Normal,402000
663,20,RL,120,13560,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,3,1968,1968,Hip,CompShg,Wd Sdng,TA,Fa,Fa,1392,GasA,Gd,Y,SBrkr,1392,0,1392,1,0,2,TA,5,Maj2,2,TA,1968,2,576,TA,Y,0,0,NA,NA,7,2009,WD,Normal,110000
664,85,RL,90,10012,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,SFoyer,5,1972,1972,Gable,CompShg,Plywood,TA,Gd,TA,1138,GasA,TA,Y,SBrkr,1181,0,1181,2,0,3,TA,6,Typ,0,NA,1974,2,588,TA,Y,0,0,NA,MnPrv,4,2008,WD,Normal,137500
665,20,RL,49,20896,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,TA,Ex,TA,2077,GasA,Ex,Y,SBrkr,2097,0,2097,1,1,1,Ex,8,Typ,1,Ex,2005,3,1134,TA,Y,267,0,NA,NA,1,2006,New,Partial,423000
666,60,RL,106,11194,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,TA,Gd,TA,1406,GasA,Ex,Y,SBrkr,1454,482,1936,2,1,3,Gd,7,Typ,1,TA,2000,2,504,TA,Y,124,0,NA,NA,11,2006,WD,Normal,230500
667,60,RL,NA,18450,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,2Story,5,1965,1979,Flat,Tar&Grv,Plywood,Gd,Gd,TA,1021,GasA,TA,Y,SBrkr,1465,915,2380,2,1,3,TA,7,Sev,1,Po,1965,2,596,TA,Y,265,0,NA,NA,8,2007,WD,Abnorml,129000
668,20,RL,65,8125,Pave,NA,Lvl,AllPub,Gtl,SawyerW,1Fam,1Story,5,1994,1998,Gable,CompShg,HdBoard,TA,Gd,TA,1408,GasA,Ex,Y,SBrkr,1679,0,1679,2,0,3,Gd,7,Typ,1,Fa,1994,2,575,TA,Y,42,0,NA,NA,10,2008,WD,Normal,193500
669,20,RL,NA,14175,Pave,NA,Bnk,AllPub,Mod,Sawyer,1Fam,1Story,6,1956,1987,Gable,CompShg,CemntBd,TA,TA,TA,1188,GasA,Gd,Y,SBrkr,1437,0,1437,1,1,3,TA,6,Min2,1,TA,1999,2,576,TA,Y,0,0,NA,NA,11,2006,WD,Normal,168000
670,30,RL,80,11600,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,1Story,5,1922,1950,Gable,CompShg,MetalSd,TA,Fa,TA,700,GasA,Ex,Y,SBrkr,1180,0,1180,1,0,2,Fa,5,Typ,1,Gd,1922,1,252,TA,Y,0,0,NA,NA,7,2006,WD,Normal,137500
671,60,RL,64,8633,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,TA,Gd,TA,738,GasA,Ex,Y,SBrkr,738,738,1476,2,1,3,Gd,7,Typ,0,NA,2005,2,540,TA,Y,35,0,NA,NA,2,2009,WD,Normal,173500
672,70,RH,54,6629,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,2Story,6,1925,1950,Gambrel,CompShg,Wd Sdng,Gd,TA,TA,672,GasA,TA,N,SBrkr,697,672,1369,2,0,3,TA,6,Typ,0,NA,1930,1,300,TA,Y,0,0,NA,NA,7,2009,WD,Normal,103600
673,20,RL,NA,11250,Pave,NA,Lvl,AllPub,Gtl,Veenker,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,TA,Gd,TA,1208,GasA,TA,Y,SBrkr,1208,0,1208,1,1,3,TA,6,Typ,1,TA,1977,2,546,TA,Y,42,0,NA,NA,6,2006,WD,Normal,165000
674,20,RL,110,14442,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,1Story,7,1957,2004,Hip,CompShg,CemntBd,TA,TA,TA,1477,GasA,Ex,Y,SBrkr,1839,0,1839,2,0,3,Gd,7,Typ,2,TA,1957,2,416,TA,Y,87,0,NA,NA,6,2007,WD,Normal,257500
675,20,RL,80,9200,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1965,1965,Gable,CompShg,HdBoard,TA,TA,TA,1136,GasA,TA,Y,SBrkr,1136,0,1136,1,0,3,TA,5,Typ,1,Gd,1965,1,384,TA,Y,0,0,NA,NA,7,2008,WD,Normal,140000
676,160,RL,24,2289,Pave,NA,Lvl,AllPub,Gtl,NPkVill,Twnhs,2Story,6,1978,1978,Gable,CompShg,Plywood,TA,TA,TA,855,GasA,TA,Y,SBrkr,855,586,1441,2,1,3,TA,7,Typ,1,TA,1978,2,440,TA,Y,0,0,NA,NA,4,2009,WD,Normal,148500
677,70,RM,60,9600,Pave,Grvl,Lvl,AllPub,Gtl,OldTown,1Fam,2Story,2,1900,1950,Gable,CompShg,AsbShng,TA,TA,Fa,1095,GasW,Fa,N,SBrkr,1095,679,1774,2,0,4,TA,8,Min2,0,NA,1920,3,779,Fa,N,0,0,NA,NA,5,2006,WD,Normal,87000
678,30,RL,52,9022,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,1Story,8,1924,2006,Gable,CompShg,VinylSd,TA,TA,TA,768,GasA,Ex,Y,SBrkr,792,0,792,1,0,2,Gd,5,Typ,0,NA,1924,1,240,Fa,N,0,0,NA,NA,5,2009,WD,Normal,109500
679,20,RL,80,11844,Pave,NA,Lvl,AllPub,Gtl,StoneBr,1Fam,1Story,5,2008,2008,Hip,CompShg,VinylSd,TA,Ex,TA,2046,GasA,Ex,Y,SBrkr,2046,0,2046,2,1,3,Gd,7,Typ,1,Gd,2008,3,834,TA,Y,82,0,NA,NA,7,2009,New,Partial,372500
680,20,RL,NA,9945,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,TA,TA,TA,988,GasA,TA,Y,SBrkr,988,0,988,1,0,3,TA,5,Typ,0,NA,1963,2,572,TA,Y,0,0,NA,NA,10,2007,WD,Normal,128500
681,120,RL,50,8012,Pave,NA,Lvl,AllPub,Gtl,SawyerW,TwnhsE,1Story,5,1980,1980,Gable,CompShg,Plywood,TA,Gd,TA,923,GasA,TA,Y,SBrkr,923,0,923,2,0,2,TA,5,Typ,1,TA,1980,1,264,TA,Y,0,0,NA,NA,5,2010,WD,Normal,143000
682,50,RH,55,4500,Pave,Pave,Bnk,AllPub,Gtl,SWISU,1Fam,1.5Fin,5,1932,2000,Gable,CompShg,VinylSd,TA,TA,TA,793,GasA,Ex,Y,SBrkr,848,672,1520,1,0,3,TA,6,Typ,0,NA,1968,1,281,TA,Y,0,0,NA,NA,7,2009,WD,Abnorml,159434
683,120,RL,NA,2887,Pave,NA,HLS,AllPub,Gtl,ClearCr,1Fam,1Story,5,1996,1997,Gable,CompShg,Wd Sdng,TA,Gd,TA,1291,GasA,Ex,Y,SBrkr,1291,0,1291,1,0,2,Gd,6,Typ,1,Gd,1996,2,431,TA,Y,0,0,NA,NA,11,2008,WD,Normal,173000
684,20,RL,90,11248,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2002,2002,Hip,CompShg,VinylSd,TA,Gd,TA,1626,GasA,Ex,Y,SBrkr,1668,0,1668,2,0,3,Gd,7,Typ,1,TA,2002,3,702,TA,Y,45,0,NA,NA,7,2007,WD,Normal,285000
685,60,RL,58,16770,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,TA,Gd,TA,1195,GasA,Gd,Y,SBrkr,1195,644,1839,2,1,4,TA,7,Typ,0,NA,1998,2,486,TA,Y,81,0,NA,NA,6,2010,WD,Normal,221000
686,160,RL,NA,5062,Pave,NA,Lvl,AllPub,Gtl,StoneBr,TwnhsE,2Story,5,1984,1984,Gable,CompShg,HdBoard,TA,Gd,TA,1190,GasA,Gd,Y,SBrkr,1190,900,2090,2,0,3,Gd,6,Min1,1,TA,1984,2,577,TA,Y,0,0,NA,NA,9,2007,WD,Normal,207500
687,60,FV,84,10207,Pave,NA,Lvl,AllPub,Gtl,Somerst,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,TA,Gd,TA,874,GasA,Ex,Y,SBrkr,874,887,1761,3,0,3,Gd,7,Typ,0,NA,2007,2,578,TA,Y,105,0,NA,NA,8,2007,New,Partial,227875
688,160,FV,NA,5105,Pave,NA,Lvl,AllPub,Gtl,Somerst,TwnhsE,2Story,5,2004,2004,Gable,CompShg,MetalSd,TA,Gd,TA,551,GasA,Ex,Y,SBrkr,551,551,1102,2,1,2,Gd,4,Typ,0,NA,2004,2,480,TA,Y,60,0,NA,NA,3,2007,WD,Normal,148800
689,20,RL,60,8089,Pave,NA,HLS,AllPub,Gtl,StoneBr,1Fam,1Story,6,2007,2007,Gable,CompShg,MetalSd,TA,Gd,TA,1419,GasA,Ex,Y,SBrkr,1419,0,1419,2,0,2,Gd,7,Typ,1,Gd,2007,2,567,TA,Y,0,0,NA,NA,10,2007,New,Partial,392000
690,120,RL,61,7577,Pave,NA,Lvl,AllPub,Gtl,NridgHt,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,TA,Gd,TA,1362,GasA,Ex,Y,SBrkr,1362,0,1362,2,0,2,Gd,6,Typ,1,Gd,2005,2,460,TA,Y,28,0,NA,NA,6,2007,WD,Normal,194700
691,120,RM,NA,4426,Pave,NA,Lvl,AllPub,Gtl,CollgCr,TwnhsE,1Story,5,2004,2004,Gable,CompShg,VinylSd,TA,Gd,TA,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,Gd,3,Typ,1,TA,2004,2,420,TA,Y,0,0,NA,NA,5,2008,WD,Normal,141000
692,60,RL,104,21535,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,6,1994,1995,Gable,WdShngl,HdBoard,TA,Ex,TA,2444,GasA,Ex,Y,SBrkr,2444,1872,4316,3,1,4,Ex,10,Typ,2,Ex,1994,3,832,TA,Y,50,0,NA,NA,1,2007,WD,Normal,755000
693,60,RL,42,26178,Pave,NA,Lvl,AllPub,Mod,Timber,1Fam,2Story,5,1989,1990,Hip,CompShg,MetalSd,TA,Gd,TA,1210,GasA,Ex,Y,SBrkr,1238,1281,2519,2,1,4,Gd,9,Typ,2,Gd,1989,2,628,TA,Y,27,0,NA,NA,4,2006,WD,Normal,335000
694,30,RL,60,5400,Pave,NA,Lvl,AllPub,Sev,OldTown,1Fam,1Story,6,1921,1968,Gable,CompShg,MetalSd,TA,TA,TA,1073,GasA,Ex,Y,SBrkr,1073,0,1073,1,0,2,TA,4,Typ,0,NA,1968,1,326,TA,Y,0,0,NA,NA,12,2006,WD,Abnorml,108480
695,50,RM,51,6120,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,Wd Sdng,Fa,TA,TA,927,GasA,TA,Y,SBrkr,1067,472,1539,1,1,3,TA,5,Typ,0,NA,1995,2,576,TA,Y,0,0,NA,MnPrv,4,2009,WD,Normal,141500
696,20,RL,54,13811,Pave,NA,Lvl,AllPub,Gtl,Timber,1Fam,1Story,6,1987,1987,Gable,CompShg,HdBoard,TA,Gd,Gd,1112,GasA,Gd,Y,SBrkr,1137,0,1137,2,0,2,Gd,5,Typ,1,TA,1987,2,551,TA,Y,0,0,NA,NA,7,2006,WD,Normal,176000
697,30,RM,50,6000,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,7,1921,1950,Gable,CompShg,Wd Sdng,TA,TA,TA,616,GasA,Gd,Y,SBrkr,616,0,616,1,0,2,TA,4,Typ,0,NA,1921,1,205,TA,Y,0,0,NA,NA,6,2006,WD,Normal,89000
698,20,RL,57,6420,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,7,1952,1952,Gable,CompShg,Wd Sdng,TA,Ex,Gd,980,GasA,Fa,Y,FuseA,1148,0,1148,1,0,2,TA,6,Typ,0,NA,1952,1,308,TA,Y,0,0,NA,NA,9,2006,WD,Normal,123500
699,20,RL,65,8450,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,8,1965,2009,Gable,CompShg,MetalSd,Gd,TA,TA,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,3,TA,5,Typ,1,Gd,1973,1,336,TA,Y,144,0,NA,MnPrv,4,2010,WD,Normal,138500
700,120,FV,59,4282,Pave,Pave,Lvl,AllPub,Gtl,Somerst,TwnhsE,1Story,5,2004,2004,Gable,CompShg,MetalSd,TA,Gd,TA,1391,GasA,Ex,Y,SBrkr,1391,0,1391,2,0,2,Gd,5,Typ,0,NA,2004,2,530,TA,Y,158,0,NA,NA,7,2008,WD,Normal,196000
701,20,RL,85,14331,Pave,NA,Lvl,AllPub,Gtl,Timber,1Fam,1Story,5,2002,2002,Hip,CompShg,VinylSd,TA,Ex,TA,1800,GasA,Ex,Y,SBrkr,1800,0,1800,2,0,3,Gd,7,Typ,1,Gd,2002,3,765,TA,Y,78,0,NA,NA,5,2006,WD,Normal,312500
702,20,RL,80,9600,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,5,1969,1969,Hip,CompShg,HdBoard,TA,TA,TA,1164,GasA,TA,Y,SBrkr,1164,0,1164,1,1,3,TA,6,Typ,0,NA,1969,2,528,TA,Y,0,0,NA,NA,7,2006,COD,Normal,140000
703,60,RL,82,12438,Pave,NA,Lvl,AllPub,Gtl,StoneBr,1Fam,2Story,5,2006,2006,Hip,CompShg,VinylSd,TA,Ex,Gd,1234,GasA,Ex,Y,SBrkr,1264,1312,2576,2,1,4,Ex,10,Typ,1,Gd,2006,3,666,TA,Y,100,0,NA,NA,7,2006,New,Partial,361919
704,190,RM,76,7630,Pave,NA,Lvl,AllPub,Gtl,OldTown,2fmCon,2Story,9,1900,1996,Gable,CompShg,Wd Sdng,Gd,Gd,TA,360,GasA,Gd,Y,SBrkr,1032,780,1812,2,0,4,Gd,8,Typ,1,Po,1999,2,672,TA,N,0,0,NA,MnPrv,5,2010,WD,Normal,140000
705,20,RL,70,8400,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2004,2005,Gable,CompShg,VinylSd,TA,Gd,TA,1473,GasA,Ex,Y,SBrkr,1484,0,1484,2,0,3,Gd,7,Typ,0,NA,2004,2,606,TA,Y,35,0,NA,NA,5,2010,WD,Normal,213000
706,190,RM,70,5600,Pave,NA,Lvl,AllPub,Gtl,IDOTRR,2fmCon,2Story,5,1930,1950,Hip,CompShg,VinylSd,Fa,NA,NA,0,GasA,Fa,N,SBrkr,372,720,1092,2,0,3,Fa,7,Mod,0,NA,NA,0,0,NA,N,0,0,NA,NA,7,2010,WD,Normal,55000
707,20,RL,NA,115149,Pave,NA,Low,AllPub,Sev,ClearCr,1Fam,1Story,5,1971,2002,Gable,CompShg,Plywood,TA,Gd,TA,1643,GasA,TA,Y,SBrkr,1824,0,1824,2,0,2,Gd,5,Typ,2,TA,1971,2,739,TA,Y,48,0,NA,NA,6,2007,WD,Normal,302000
708,120,RL,48,6240,Pave,NA,Lvl,AllPub,Gtl,NridgHt,TwnhsE,1Story,5,2006,2006,Hip,CompShg,MetalSd,TA,Gd,TA,1324,GasA,Ex,Y,SBrkr,1324,0,1324,2,0,2,Gd,6,Typ,1,Gd,2006,2,550,TA,Y,38,0,NA,NA,12,2009,WD,Normal,254000
709,60,RL,65,9018,Pave,NA,Lvl,AllPub,Gtl,Gilbert,1Fam,2Story,5,2007,2007,Hip,CompShg,VinylSd,TA,Gd,TA,728,GasA,Ex,Y,SBrkr,728,728,1456,2,1,3,Gd,8,Typ,1,Gd,2007,2,400,TA,Y,24,0,NA,NA,7,2007,New,Partial,179540
710,20,RL,NA,7162,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,7,1966,1966,Gable,CompShg,HdBoard,TA,TA,TA,876,GasA,TA,Y,SBrkr,904,0,904,1,0,3,TA,6,Typ,0,NA,1966,1,408,TA,Y,0,0,NA,MnPrv,12,2008,WD,Abnorml,109900
711,30,RL,56,4130,Pave,NA,Lvl,AllPub,Gtl,BrkSide,1Fam,1Story,6,1935,2003,Gable,CompShg,VinylSd,TA,TA,TA,270,GasA,Gd,Y,SBrkr,729,0,729,1,0,2,TA,5,Maj2,0,NA,NA,0,0,NA,N,0,0,NA,NA,7,2008,WD,Normal,52000
712,50,C (all),66,8712,Pave,Pave,HLS,AllPub,Mod,IDOTRR,1Fam,1.5Fin,7,1900,1950,Gable,CompShg,MetalSd,TA,TA,TA,859,GasA,Gd,Y,SBrkr,859,319,1178,1,0,2,TA,7,Typ,0,NA,1964,1,384,TA,N,0,0,NA,NA,1,2010,WD,Abnorml,102776
713,120,RL,40,4671,Pave,NA,HLS,AllPub,Gtl,StoneBr,TwnhsE,1Story,5,1988,1989,Gable,CompShg,HdBoard,TA,Gd,TA,1228,GasA,Gd,Y,SBrkr,1228,0,1228,2,0,2,Gd,5,Typ,1,Gd,1988,2,472,TA,Y,120,0,NA,NA,10,2008,WD,Normal,189000
714,190,RL,60,9873,Pave,NA,Lvl,AllPub,Gtl,BrkSide,2fmCon,1Story,5,1970,1970,Gable,CompShg,HdBoard,TA,TA,TA,960,GasW,TA,N,SBrkr,960,0,960,1,0,3,TA,6,Typ,0,NA,1970,2,576,TA,Y,288,0,NA,NA,5,2006,WD,Normal,129000
715,60,RL,NA,13517,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,2Story,8,1976,2005,Gable,CompShg,HdBoard,TA,TA,TA,725,GasA,Ex,Y,SBrkr,725,754,1479,2,1,3,Gd,6,Typ,0,NA,1976,2,475,TA,Y,44,0,NA,NA,3,2010,WD,Normal,130500
716,20,RL,78,10140,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,5,1974,1974,Hip,CompShg,HdBoard,TA,Gd,TA,1064,GasA,TA,Y,SBrkr,1350,0,1350,2,0,3,TA,7,Typ,1,TA,1974,2,478,TA,Y,0,0,NA,MnPrv,8,2009,WD,Normal,165000
717,70,RM,60,10800,Pave,Grvl,Bnk,AllPub,Gtl,OldTown,1Fam,2Story,8,1890,1998,Gable,CompShg,Wd Sdng,Gd,TA,TA,718,GasA,Ex,Y,SBrkr,1576,978,2554,1,1,3,TA,8,Typ,0,NA,1996,2,704,TA,P,48,0,NA,NA,7,2007,WD,Normal,159500
718,20,RL,80,10000,Pave,NA,Lvl,AllPub,Gtl,NWAmes,1Fam,1Story,6,1973,2000,Gable,CompShg,HdBoard,TA,Gd,TA,1176,GasA,Gd,Y,SBrkr,1178,0,1178,1,1,3,Gd,5,Typ,1,Fa,1973,2,439,TA,Y,0,0,NA,MnPrv,11,2008,WD,Normal,157000
719,60,RL,96,10542,Pave,NA,Lvl,AllPub,Gtl,NoRidge,1Fam,2Story,5,1993,1994,Hip,CompShg,Wd Sdng,TA,Gd,TA,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,2,1,3,Gd,9,Typ,1,TA,1993,3,983,TA,Y,154,0,NA,NA,8,2008,WD,Normal,341000
720,20,RL,69,9920,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,TA,Gd,TA,971,GasA,TA,Y,SBrkr,971,0,971,1,1,3,TA,5,Typ,1,Po,1969,1,300,TA,Y,0,0,NA,NA,5,2006,WD,Normal,128500
721,120,RL,NA,6563,Pave,NA,Low,AllPub,Mod,StoneBr,1Fam,1Story,5,1985,1985,Gable,CompShg,HdBoard,TA,Gd,TA,1742,GasA,TA,Y,SBrkr,1742,0,1742,2,0,2,Gd,5,Typ,1,TA,1985,2,564,TA,Y,28,0,NA,NA,12,2006,WD,Normal,275000
722,120,RM,NA,4426,Pave,NA,Lvl,AllPub,Gtl,CollgCr,TwnhsE,1Story,5,2004,2004,Gable,CompShg,VinylSd,TA,Gd,TA,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,Gd,3,Typ,0,NA,2004,2,420,TA,Y,0,0,NA,NA,5,2010,WD,Normal,143000
723,20,RL,70,8120,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,7,1970,1970,Gable,CompShg,MetalSd,Gd,TA,TA,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,3,TA,5,Typ,0,NA,1994,2,463,TA,Y,0,0,NA,NA,7,2009,WD,Normal,124500
724,50,RL,60,8172,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,MetalSd,TA,TA,TA,941,GasA,Ex,Y,SBrkr,997,473,1470,2,0,4,TA,7,Typ,0,NA,1958,1,548,TA,Y,0,0,NA,NA,5,2008,WD,Normal,135000
725,20,RL,86,13286,Pave,NA,Lvl,AllPub,Gtl,Edwards,1Fam,1Story,5,2007,2008,Hip,CompShg,CemntBd,TA,Ex,TA,1698,GasA,Ex,Y,SBrkr,1698,0,1698,2,0,3,Ex,8,Typ,1,Gd,2007,3,768,TA,Y,64,0,NA,NA,2,2009,WD,Normal,320000
726,20,RL,60,6960,Pave,NA,Lvl,AllPub,Gtl,"NAmes",1Fam,1Story,6,1970,1970,Gable,CompShg,HdBoard,TA,TA,TA,864,GasA,TA,Y,SBrkr,864,0,864,1,0,3,Gd,5,Typ,0,NA,1989,2,660,TA,Y,0,0,NA,NA,11,2009,WD,Normal,120500
727,20,RL,NA,21695,Pave,NA,Lvl,AllPub,Gtl,Crawfor,1Fam,1Story,9,1988,2007,Hip,CompShg,Wd Sdng,Gd,Gd,TA,880,GasA,Ex,Y,SBrkr,1680,0,1680,2,0,3,Gd,5,Typ,1,Gd,1988,2,540,TA,Y,44,0,NA,NA,12,2009,WD,Normal,222000
728,20,RL,64,7314,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,TA,Gd,TA,1232,GasA,Ex,Y,SBrkr,1232,0,1232,2,0,2,Gd,6,Typ,0,NA,2007,2,632,TA,Y,0,0,NA,NA,2,2009,WD,Normal,194500
729,90,RL,85,11475,Pave,NA,Lvl,AllPub,Gtl,"NAmes",Duplex,1Story,5,1958,1958,Gable,CompShg,VinylSd,TA,TA,TA,1584,GasA,TA,Y,SBrkr,1776,0,1776,2,0,4,TA,9,Typ,0,NA,1968,3,888,TA,Y,25,0,NA,NA,7,2009,COD,Abnorml,110000
730,30,RM,52,6240,Pave,Grvl,Lvl,AllPub,Gtl,IDOTRR,1Fam,1.5Fin,5,1925,1950,Gable,CompShg,MetalSd,TA,TA,TA,780,GasA,TA,Y,FuseA,848,0,1208,1,0,2,TA,5,Typ,0,NA,1962,2,539,TA,Y,23,0,NA,NA,1,2009,WD,Normal,103000
731,120,RL,39,5389,Pave,NA,Lvl,AllPub,Gtl,StoneBr,TwnhsE,1Story,5,1995,1996,Gable,CompShg,CemntBd,TA,Gd,TA,1595,GasA,Ex,Y,SBrkr,1616,0,1616,2,0,2,Gd,5,Typ,1,TA,1995,2,608,TA,Y,152,0,NA,NA,3,2010,WD,Normal,236500
732,80,RL,73,9590,Pave,NA,Lvl,AllPub,Gtl,Timber,1Fam,SLvl,5,2003,2003,Gable,CompShg,VinylSd,TA,Ex,TA,868,GasA,Ex,Y,SBrkr,1146,0,1146,2,0,3,Gd,6,Typ,1,Gd,2003,2,438,TA,Y,22,0,NA,NA,5,2007,WD,Normal,187500
733,60,RL,75,11404,Pave,NA,Lvl,AllPub,Gtl,CollgCr,1Fam,2Story,5,1998,1999,Gable,CompShg,VinylSd,TA,Gd,TA,1153,GasA,Ex,Y,SBrkr,1153,878,2031,2,1,3,Gd,8,Typ,1,TA,1998,2,541,TA,Y,84,0,NA,NA,7,2008,WD,Normal,222500
734,20,RL,80,10000,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,6,1961,1983,Hip,CompShg,HdBoard,TA,TA,TA,864,GasA,Ex,Y,SBrkr,1144,0,1144,1,0,3,TA,6,Typ,1,TA,1961,1,264,TA,Y,0,0,NA,GdWo,3,2009,WD,Normal,131400
735,20,RL,NA,8978,Pave,NA,Lvl,AllPub,Gtl,Sawyer,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,TA,TA,TA,948,GasA,TA,Y,SBrkr,948,0,948,1,0,3,TA,6,Typ,0,NA,1968,1,300,TA,Y,0,0,NA,NA,5,2007,WD,Family,108000
736,75,RM,60,10800,Pave,NA,Lvl,AllPub,Gtl,OldTown,1Fam,2.5Unf,7,1914,1970,Gable,CompShg,Wd Sdng,TA,Gd,TA,880,GasW,Fa,N,SBrkr,880,888,1768,1,1,2,TA,6,Typ,2,TA,1914,2,320,TA,N,341,0,NA,NA,10,2006,WD,Normal,163000
